timestamp,excitement,frustration,meditation,engagementBoredom,blink,clench,laugh,smile,eyebrow,furrowBrow,lookLeft,lookRight,smirkLeft,smirkRight,winkLeft,winkRight,eeg0,eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,eeg9,eeg10,eeg11,eeg12,eeg13,eeg14,eeg15,eeg16
42.05176,0.91297567,0.8905417,0.42284107,0.7107347,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10416063,0,0,72.0,0.0,731.0,4440.512820512821,3851.2820512820517,4453.846153846154,4466.666666666667,4291.794871794872,4570.256410256411,4315.8974358974365,4321.025641025642,4297.435897435898,4589.743589743591,3901.0256410256416,3876.9230769230776,3863.076923076924,4506.153846153847
42.30198,0.91297567,0.8905417,0.42284107,0.7107347,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,104.0,0.0,1452.0,4393.333333333334,3796.9230769230776,4421.538461538462,4447.179487179487,4279.48717948718,4566.666666666667,4303.076923076924,4323.589743589744,4261.025641025642,4544.615384615385,3894.8717948717954,3854.358974358975,3854.8717948717954,4472.820512820514
42.552193,0.9473256,0.9048244,0.4137236,0.69463944,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,7.0,0.0,479.0,4404.615384615385,3800.0000000000005,4422.051282051282,4462.564102564103,4263.076923076924,4545.641025641026,4271.282051282052,4276.410256410257,4258.974358974359,4525.128205128206,3917.9487179487182,3866.1538461538466,3857.9487179487182,4463.076923076924
42.552193,0.9473256,0.9048244,0.4137236,0.69463944,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,7.0,0.0,479.0,4404.615384615385,3800.0000000000005,4422.051282051282,4462.564102564103,4263.076923076924,4545.641025641026,4271.282051282052,4276.410256410257,4258.974358974359,4525.128205128206,3917.9487179487182,3866.1538461538466,3857.9487179487182,4463.076923076924
43.052624,0.9344664,0.9176788,0.40550542,0.6801737,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,71.0,0.0,480.0,4442.564102564103,3781.0256410256416,4395.8974358974365,4430.769230769231,4264.102564102564,4546.153846153847,4298.461538461539,4324.615384615385,4243.076923076924,4506.666666666667,3925.6410256410263,3907.692307692308,3867.1794871794878,4424.102564102564
43.052624,0.9344664,0.9176788,0.40550542,0.6801737,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,71.0,0.0,480.0,4442.564102564103,3781.0256410256416,4395.8974358974365,4430.769230769231,4264.102564102564,4546.153846153847,4298.461538461539,4324.615384615385,4243.076923076924,4506.666666666667,3925.6410256410263,3907.692307692308,3867.1794871794878,4424.102564102564
43.553055,0.9321512,0.92924774,0.39809752,0.6671668,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,6.0,0.0,532.0,4474.871794871796,3783.076923076924,4410.256410256411,4376.410256410257,4258.974358974359,4527.179487179488,4301.025641025642,4277.948717948719,4233.846153846154,4493.846153846154,3972.307692307693,3922.564102564103,3888.205128205129,4425.128205128206
43.80327,0.9321512,0.92924774,0.39809752,0.6671668,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,38.0,0.0,0.0,4522.051282051282,3821.0256410256416,4414.871794871796,4386.666666666667,4259.48717948718,4527.6923076923085,4297.435897435898,4264.102564102564,4253.846153846154,4498.461538461539,4021.538461538462,3967.692307692308,3904.1025641025644,4440.512820512821
44.053482,0.96335,0.93965983,0.39143562,0.6554805,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,70.0,0.0,532.0,4454.358974358975,3784.615384615385,4388.205128205129,4379.48717948718,4257.435897435898,4531.282051282052,4280.512820512821,4229.2307692307695,4212.820512820514,4462.564102564103,3953.8461538461543,3904.1025641025644,3862.0512820512827,4409.743589743591
44.053482,0.96335,0.93965983,0.39143562,0.6554805,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,70.0,0.0,532.0,4454.358974358975,3784.615384615385,4388.205128205129,4379.48717948718,4257.435897435898,4531.282051282052,4280.512820512821,4229.2307692307695,4212.820512820514,4462.564102564103,3953.8461538461543,3904.1025641025644,3862.0512820512827,4409.743589743591
