timestamp,excitement,frustration,meditation,engagementBoredom,blink,clench,laugh,smile,eyebrow,furrowBrow,lookLeft,lookRight,smirkLeft,smirkRight,winkLeft,winkRight,eeg0,eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,eeg9,eeg10,eeg11,eeg12,eeg13,eeg14,eeg15,eeg16
1388.756,0.6476602,0.69801843,0.35935366,0.6244183,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,7.0,0.0,475.0,4554.871794871796,3958.461538461539,4541.025641025642,4505.128205128206,4247.179487179487,4529.2307692307695,4464.615384615385,4427.179487179487,4419.48717948718,4748.205128205129,4358.461538461539,4280.000000000001,4196.410256410257,4521.538461538462
1389.2563,0.59156823,0.67215455,0.3633701,0.6228334,0,0.0,0.0,0.0,0.0,0.72319967,0,0,0.0,0.0,0,0,71.0,0.0,475.0,4607.179487179488,3971.7948717948725,4553.846153846154,4504.102564102564,4237.435897435898,4518.974358974359,4462.564102564103,4422.564102564103,4415.384615384616,4743.589743589744,4356.923076923077,4283.076923076924,4185.128205128206,4538.974358974359
1389.5066,0.59156823,0.67215455,0.3633701,0.6228334,0,0.0,0.0,0.0,0.0,0.46034884,0,0,0.0,0.0,0,0,103.0,0.0,408.0,4616.923076923077,3965.6410256410263,4551.282051282052,4492.820512820514,4248.205128205129,4524.615384615385,4461.025641025642,4418.461538461539,4417.948717948719,4732.820512820514,4331.282051282052,4260.000000000001,4165.128205128206,4510.256410256411
1389.7568,0.6234088,0.65681005,0.36698425,0.6229234,0,0.0,0.0,0.0,0.0,0.1860294,0,0,0.0,0.0,0,0,6.0,0.0,547.0,4665.128205128206,3957.9487179487182,4527.6923076923085,4460.512820512821,4223.589743589744,4494.358974358975,4417.948717948719,4392.820512820514,4405.641025641026,4736.923076923077,4590.256410256411,4240.000000000001,4152.307692307693,4506.666666666667
1390.0071,0.6234088,0.65681005,0.36698425,0.6229234,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.046713915,0,0,38.0,0.0,0.0,4633.846153846154,3941.538461538462,4515.8974358974365,4426.666666666667,4213.333333333334,4483.589743589744,4410.769230769231,4390.256410256411,4396.410256410257,4730.256410256411,4564.102564102564,4280.000000000001,4178.974358974359,4535.8974358974365
1390.2572,0.5643627,0.64584076,0.3658062,0.6230029,0,0.0,0.0,0.0,0.0,0.64293504,0,0,0.0,0.0,0,0,70.0,0.0,547.0,4585.128205128206,3912.820512820513,4476.923076923077,4380.000000000001,4205.128205128206,4481.025641025642,4415.384615384616,4399.48717948718,4402.564102564103,4740.512820512821,4515.8974358974365,4275.8974358974365,4189.74358974359,4539.48717948718
1390.5074,0.5643627,0.64584076,0.3658062,0.6230029,0,0.0,0.0,0.0,0.0,0.067887284,0,0,0.0,0.0,0,0,102.0,0.0,536.0,4584.102564102564,3938.9743589743593,4472.820512820514,4371.794871794872,4216.923076923077,4488.717948717949,4410.769230769231,4378.974358974359,4393.846153846154,4716.923076923077,4461.538461538462,4236.410256410257,4160.512820512821,4517.435897435898
1390.7577,0.5358817,0.6453947,0.36076656,0.6310497,0,0.0,0.0,0.0,0.0,0.36585563,0,0,0.0,0.0,0,0,5.0,0.0,521.0,4600.512820512821,3953.8461538461543,4469.743589743591,4363.076923076924,4208.205128205129,4490.256410256411,4401.538461538462,4369.2307692307695,4386.666666666667,4715.384615384616,4425.128205128206,4241.538461538462,4158.974358974359,4532.820512820514
1391.0079,0.5358817,0.6453947,0.36076656,0.6310497,0,0.0,0.0,0.0,0.0,0.26081726,0,0,0.0,0.0,0,0,37.0,0.0,0.0,4603.076923076924,3956.9230769230776,4484.102564102564,4373.333333333334,4202.564102564103,4489.743589743591,4409.743589743591,4379.48717948718,4392.307692307693,4732.307692307693,4423.589743589744,4262.051282051282,4188.205128205129,4541.538461538462
1391.2582,0.59526944,0.6413668,0.35623035,0.6380552,0,0.0,0.0,0.0,0.0,0.74132925,0,0,0.0,0.0,0,0,69.0,0.0,521.0,4617.948717948719,3913.8461538461543,4441.025641025642,4346.666666666667,4182.051282051282,4461.538461538462,4374.871794871796,4334.871794871796,4363.076923076924,4672.307692307693,4340.512820512821,4197.948717948719,4125.641025641026,4519.48717948718
