%1. Title: Brain Log

@RELATION p10

@ATTRIBUTE excitement NUMERIC
@ATTRIBUTE engagement NUMERIC
@ATTRIBUTE frustration NUMERIC
@ATTRIBUTE smile NUMERIC
@ATTRIBUTE laugh NUMERIC
@ATTRIBUTE clench NUMERIC
@ATTRIBUTE globalExcitement NUMERIC
@ATTRIBUTE globalEngagement NUMERIC
@ATTRIBUTE globalFrustration NUMERIC
@ATTRIBUTE class {relaxed,amused,sad}

@DATA
0.7290395341067232,0.5522387999999989,0.5116465340472481,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.65438597144393,0.5522387999999989,0.6356945121878004,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.43459169625626515,0.5522387999999989,0.4297819243925414,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.23188540122262188,0.5522387999999989,0.2851406726883652,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.2011944854110033,0.5522387999999989,0.0,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.3789211014265472,0.5522387999999989,0.0,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.36840542319649694,0.5522387999999989,0.2721236813493212,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.2511100379284891,0.5522387999999989,0.27633895273325504,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.3954132633022413,0.5522387999999989,0.3179057161806717,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.4984081374413332,0.5522387999999989,0.34000970353693116,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.5612659649179094,0.5522387999999989,0.3265038615475134,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.21582245516706683,0.5522387999999989,0.29324065267661004,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.28292667070059774,0.5522387999999989,0.33112534695626783,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.23138561136116864,0.5522387999999989,0.2987192672631646,0.0,0.0,0.0,0.36694556602980305,0.5522388000000006,0.0,relaxed
0.30366580740818383,0.5522387999999989,0.5845423633808924,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.3358312007786006,0.5522387999999989,0.756770782835539,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.17396364004295795,0.5522387999999989,0.45880531557851206,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.22812758994186477,0.5522387999999989,0.35208580053392374,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.19166040915872246,0.5522387999999989,0.36938144916764176,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.1883715613543367,0.5522387999999989,0.3551495950463189,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.2684142435910939,0.5522387999999989,0.36629314935096047,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
0.2181673269520673,0.5522387999999989,0.30005496356202027,0.0,0.0,0.0,0.29839647996155844,0.5522388000000007,0.45123914345899985,relaxed
