excitement,engagement,frustration,smile,laugh,clench,minExcitement,minEngagement,minFrustration,maxExcitement,maxEngagement,maxFrustration,MeanExcitement,MeanEngagement,MeanFrustration,class
0.1764984170023306,0.673277552389276,0.48862316177156084,12.0,0.0,0.0,0.005175135999999846,0.6412754999999987,0.44967582999999905,0.3114710199999995,0.7191983499999988,0.5291636599999993,0.13573282026691555,0.6761983591650852,0.4889334267391678,amused
0.010561471794871782,0.6450538877622365,0.642283847389276,12.0,0.0,0.0,-2.4268131948446083E-18,0.6342982999999988,0.5291636599999989,0.029535633999999998,0.6593224999999987,0.8005973699999985,0.0,0.6439336673003174,0.625763415383882,amused
0.04674814778088569,0.662623720291374,0.701192919347318,12.0,0.0,0.0,-7.300326776427112E-17,0.6593224999999987,0.6287614999999989,0.06673041999999996,0.6677576299999988,0.8040643299999987,0.0,0.6623245640952452,0.7072984915101298,amused
0.09853681293706273,0.6524029832400922,0.6016047413170152,2.0,0.0,0.0,0.016865859999999903,0.6353760399999989,0.5242405499999989,0.16892341999999974,0.6683124299999987,0.6533568999999988,0.07021881302779051,0.6539909990918982,0.6053349544114816,amused
0.05715422226923064,0.6339602511655,0.5257233874592064,1.0,0.0,0.0,-5.006188213974028E-17,0.6240931999999988,0.5091432999999989,0.13287886999999982,0.6437102999999987,0.555132569999999,0.0,0.6333292363061234,0.5241117730074007,amused
0.0032304007111072235,0.6661514561654999,0.5547742142074582,0.0,0.0,0.0,-7.573329963150855E-17,0.6437102999999986,0.5455090399999989,0.030317552000000025,0.6758544999999988,0.563997099999999,0.0,0.6654548442537217,0.5540055314988184,amused
0.08166537926853132,0.6582795524592062,0.5098862855011645,0.0,0.0,0.0,-2.2523331630885934E-16,0.6500279999999987,0.48254429999999904,0.1933417599999999,0.6822259399999988,0.563051899999999,0.0,0.6575815921855238,0.5106168641658781,amused
0.189128446363636,0.6712290599999986,0.5622408727272716,0.0,0.0,0.0,0.16192426999999962,0.6378350999999988,0.5290011999999988,0.22839857999999966,0.6913854499999987,0.5996539999999991,0.18787975474088434,0.670933214788318,0.5616732069944902,amused
0.27967854072261017,0.6399472128787866,0.5444416833799522,0.0,0.0,0.0,0.20836409999999958,0.6152565499999988,0.48548104999999897,0.3609320999999994,0.6723143999999988,0.603597899999999,0.2672683537222653,0.6368783501867225,0.5485421447075105,amused
0.33618387610722544,0.7384395301515138,0.46119308340326254,0.0,0.0,0.0,0.23110948999999942,0.6882086999999986,0.45525216999999907,0.4839113999999994,0.7743745399999985,0.4652610399999991,0.3228973687935407,0.733509709129418,0.4613257204211439,amused
