%1. Title: Brain Log

@RELATION p2

@ATTRIBUTE excitement NUMERIC
@ATTRIBUTE engagement NUMERIC
@ATTRIBUTE frustration NUMERIC
@ATTRIBUTE smile NUMERIC
@ATTRIBUTE laugh NUMERIC
@ATTRIBUTE clench NUMERIC
@ATTRIBUTE globalExcitement NUMERIC
@ATTRIBUTE globalEngagement NUMERIC
@ATTRIBUTE globalFrustration NUMERIC
@ATTRIBUTE class {relaxed,amused,sad,angry}

@DATA
0.6905290438348743,0.5484509645634851,0.368209753601346,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.5517655700208564,0.27614504174644916,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.5521809764592777,0.19492035230258808,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.552231763984639,0.30747923384420134,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.5522379575607415,0.5581186340099045,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.5522387046153812,0.39660807736304543,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.552238786341462,0.28888189253451696,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.5522387999999989,0.45063183506896637,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.0,0.5522387999999989,0.387131607231248,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.30809211699156996,0.5522387999999989,0.7531780581622479,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.12892634724204965,0.5522387999999989,0.7724531141051467,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.13178091171591,0.5522387999999989,0.984271660543874,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.19089798350901688,0.5522387999999989,0.5574019128643897,0.0,0.0,0.0,0.0,0.5519069726150332,0.4366227565704446,relaxed
0.36678988336272406,0.5522401353840959,0.952365744721869,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.44228001441396797,0.5522389789999921,0.827604048793575,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.6713043096375024,0.5522388048780472,0.9180861216715341,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.4868875021066856,0.5522387999999989,0.49212747742160645,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.2767680727898386,0.5522387999999989,0.5488224556003597,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.39359504693688796,0.5522387999999989,0.4157642276776057,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.5042551852121594,0.5522387999999989,0.43488976852058625,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.2757128560337543,0.5522387999999989,0.6497309821477951,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.47989924067379186,0.5522387999999989,0.6224128299803837,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.7308284556843309,0.5522387999999989,0.5772349789009132,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.7338544734744794,0.5522387999999989,0.512824339323946,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.7624198017745143,0.5522387999999989,0.7659278806866092,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.3625401105433111,0.5522387999999989,0.8030714961433858,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.40368966491481595,0.5522387999999989,0.8588249935962673,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.43966040534111783,0.5522387999999989,0.8089288228643924,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.6547766074099699,0.5522387999999989,0.41821937525606756,0.0,0.0,0.0,0.472065189107057,0.5522388946495554,0.6436595419025244,amused
0.46984717041961305,0.5522390579486974,0.9762677608522651,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.27445980846318085,0.5716864322993255,0.9328308510143685,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.0,0.6817289045876342,0.45002016642083564,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.0,0.5480443771343506,0.4410115664432201,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.2972049834004803,0.5738985836901462,0.37560571618685834,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.239082630322094,0.577809773001438,0.4873440057097762,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.2833208470184638,0.5666096354949948,0.3199572086672391,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.35250427310420857,0.5073703815177448,0.3134330979328152,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.2657741588235087,0.5157231924948239,0.4280502637473838,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.34693402695911274,0.5182372708599293,0.4343158724096447,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
0.3486720522465922,0.5844758702526649,0.366651017469116,0.0,0.0,0.0,0.0,0.6123664569944521,0.46138983849944665,amused
