%1. Title: Brain Log

@RELATION p5

@ATTRIBUTE excitement NUMERIC
@ATTRIBUTE engagement NUMERIC
@ATTRIBUTE frustration NUMERIC
@ATTRIBUTE smile NUMERIC
@ATTRIBUTE laugh NUMERIC
@ATTRIBUTE clench NUMERIC
@ATTRIBUTE minExcitement NUMERIC
@ATTRIBUTE minEngagement NUMERIC
@ATTRIBUTE minFrustration NUMERIC
@ATTRIBUTE maxExcitement NUMERIC
@ATTRIBUTE maxEngagement NUMERIC
@ATTRIBUTE maxFrustration NUMERIC
@ATTRIBUTE MeanExcitement NUMERIC
@ATTRIBUTE MeanEngagement NUMERIC
@ATTRIBUTE MeanFrustration NUMERIC
@ATTRIBUTE class {relaxed,amused,neutral,angry}

@DATA
0.5973372483799522,0.844165877727271,0.9999999999999982,0.0,0.0,0.0,0.42071991999999886,0.7994355999999984,0.9999999999999982,0.7395013999999988,0.8972503499999983,0.9999999999999982,0.6019695621227322,0.8387405790050293,0.9999999999999982,relaxed
0.4721561706643347,0.9611079540792523,0.9999999999999982,0.0,0.0,0.0,0.33494984999999916,0.9230667999999982,0.9999999999999982,0.541333899999999,0.9759588999999981,0.9999999999999982,0.4554426419911864,0.9583356233715001,0.9999999999999982,relaxed
0.4711484199999991,0.9083322815384597,0.971595967692306,0.0,0.0,0.0,0.40020137999999905,0.8394145399999985,0.8948141999999982,0.5707347999999994,0.9692179599999983,0.9999999999999983,0.4680067933106012,0.9073328679285956,0.9708634725074815,relaxed
0.568993919999999,0.7729303581818168,0.9999999999999982,0.0,0.0,0.0,0.5384369999999989,0.7233041499999986,0.9999999999999982,0.5975503999999989,0.8394145399999986,0.9999999999999982,0.5686458313265169,0.7720401887678541,0.9999999999999982,relaxed
0.5563905246153836,0.6731260884615373,0.9999999999999982,0.0,0.0,0.0,0.4446152699999989,0.6527712299999987,0.9999999999999982,0.635729299999999,0.7060337699999988,0.9999999999999982,0.5521344808154615,0.6728646976681774,0.9999999999999982,relaxed
0.6112372962354301,0.7239427992074579,0.9999999999999982,0.0,0.0,0.0,0.45046369999999897,0.6622821699999987,0.9999999999999982,0.7196652999999987,0.7824839999999985,0.9999999999999982,0.5939330461260687,0.7176974429919724,0.9999999999999982,relaxed
0.7999831528205115,0.7880926818881103,0.9999999999999982,0.0,0.0,0.0,0.6676859999999987,0.7785021699999984,0.9999999999999982,0.8575866999999985,0.7977788399999984,0.9999999999999982,0.7924906648440418,0.7887689004231706,0.9999999999999982,relaxed
0.7573692036363623,0.7655251154545442,0.9999999999999982,0.0,0.0,0.0,0.6134240999999985,0.7392062999999985,0.9999999999999982,0.8390918399999985,0.7785021699999986,0.9999999999999982,0.7525233224813235,0.7653977321541617,0.9999999999999982,relaxed
0.3856869146153839,0.7202518523076908,0.9999999999999982,0.0,0.0,0.0,0.3108836999999993,0.7003747999999986,0.9999999999999982,0.5254772299999994,0.7508281999999985,0.9999999999999982,0.3797686553135804,0.7200866683822781,0.9999999999999982,relaxed
0.4273900663636356,0.7603161690909077,0.9948871472727255,0.0,0.0,0.0,0.37137582999999924,0.7508281999999985,0.972183169999998,0.5574699599999995,0.7649829399999986,0.9999999999999982,0.4231566599730427,0.7603065374667716,0.9948288797964718,relaxed
0.7750463092307678,0.7607069338461525,0.7811697230769216,0.0,0.0,0.0,0.6402141499999985,0.7542673299999986,0.6653565999999986,0.8944331399999985,0.7839449599999986,0.9090127999999984,0.7707746028160729,0.7606702849001731,0.7773894474379162,relaxed
0.8659610363636348,0.837232725454544,0.6025934872727261,0.0,0.0,0.0,0.7894977999999984,0.7839449599999984,0.5578089999999989,0.9385663999999982,0.8639434599999984,0.6653565999999989,0.8645604607964881,0.8368455291092789,0.6016510065474919,relaxed
0.8027550699999983,0.7846885546153832,0.5090473884615374,0.0,0.0,0.0,0.7650049999999983,0.7480147499999985,0.4769046299999991,0.8718859999999986,0.8347914999999985,0.542301239999999,0.8019201519170307,0.7840645508084487,0.5086184117970752,relaxed
0.7001173699999986,0.7640380827272711,0.5087478281818173,0.0,0.0,0.0,0.6661736999999986,0.7471142399999986,0.469487299999999,0.7797472499999987,0.7924911399999985,0.534252639999999,0.6994026805691466,0.7638503951108514,0.5081730958597417,relaxed
