timestamp,excitement,frustration,meditation,engagementBoredom,blink,clench,laugh,smile,eyebrow,furrowBrow,lookLeft,lookRight,smirkLeft,smirkRight,winkLeft,winkRight,eeg0,eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,eeg9,eeg10,eeg11,eeg12,eeg13,eeg14,eeg15,eeg16
322.71484,0.7955364,1.0,0.3480653,0.65853673,1,0.0,0.0,0.0,0.0,0.67733204,0,0,0.0,0.0,0,0,128.0,0.0,429.0,4611.794871794872,4212.307692307693,4460.000000000001,4505.641025641026,4215.8974358974365,4483.589743589744,4359.48717948718,4347.179487179487,4226.666666666667,4593.846153846154,4214.358974358975,4118.461538461539,4089.7435897435903,4432.820512820514
322.9025,0.8149116,1.0,0.34658208,0.64783597,0,0.0,0.0,0.0,0.0,0.9078515,0,0,0.0,0.0,0,0,23.0,0.0,0.0,4488.205128205129,4165.641025641026,4442.051282051282,4478.461538461539,4218.461538461539,4493.333333333334,4348.717948717949,4322.051282051282,4238.974358974359,4585.128205128206,4207.6923076923085,4104.102564102564,4089.23076923077,4442.051282051282
323.02762,0.8149116,1.0,0.34658208,0.64783597,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,39.0,0.0,0.0,4524.615384615385,4141.025641025642,4459.48717948718,4474.871794871796,4218.461538461539,4493.846153846154,4390.256410256411,4390.769230769231,4278.974358974359,4631.282051282052,4237.948717948719,4143.076923076924,4126.153846153847,4541.025641025642
323.40292,0.8669164,1.0,0.34524754,0.6382122,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,87.0,0.0,520.0,4685.128205128206,4071.2820512820517,4429.2307692307695,4461.538461538462,4222.564102564103,4500.000000000001,4381.025641025642,4356.923076923077,4279.48717948718,4578.461538461539,4252.307692307693,4157.435897435898,4182.564102564103,3404.1025641025644
323.65314,0.8669164,1.0,0.34524754,0.6382122,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,119.0,0.0,520.0,5035.8974358974365,4051.2820512820517,4481.025641025642,4460.000000000001,4206.153846153847,4487.179487179488,4450.256410256411,4428.717948717949,4276.923076923077,4643.076923076924,4283.076923076924,4202.564102564103,4237.435897435898,4875.384615384616
323.90335,0.898758,1.0,0.3440528,0.6295975,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,22.0,0.0,0.0,6014.3589743589755,4036.410256410257,4475.384615384616,4485.128205128206,4187.6923076923085,4475.384615384616,4480.000000000001,4489.743589743591,4282.051282051282,4694.871794871796,4336.923076923077,4255.8974358974365,4285.128205128206,4944.102564102564
323.90335,0.898758,1.0,0.3440528,0.6295975,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,22.0,0.0,0.0,6014.3589743589755,4036.410256410257,4475.384615384616,4485.128205128206,4187.6923076923085,4475.384615384616,4480.000000000001,4489.743589743591,4282.051282051282,4694.871794871796,4336.923076923077,4255.8974358974365,4285.128205128206,4944.102564102564
324.40378,1.0,1.0,0.3429784,0.62184876,0,0.0,0.0,0.0,0.0,0.8351876,0,0,0.0,0.0,0,0,86.0,0.0,557.0,5991.282051282052,3975.3846153846157,4485.641025641026,4462.051282051282,4194.358974358975,4491.794871794872,4472.820512820514,4507.179487179488,4254.358974358975,4669.743589743591,4379.48717948718,4330.256410256411,4262.051282051282,4939.48717948718
324.654,1.0,1.0,0.3429784,0.62184876,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,118.0,0.0,557.0,5651.282051282052,3976.410256410257,4492.307692307693,4445.641025641026,4185.641025641026,4490.256410256411,4476.923076923077,4516.410256410257,4238.974358974359,4626.153846153847,4393.846153846154,4349.743589743591,4188.717948717949,4874.358974358975
324.7791,1.0,1.0,0.34200734,0.61484843,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,5.0,0.0,569.0,5558.461538461539,3983.589743589744,4509.743589743591,4446.666666666667,4186.153846153847,4498.461538461539,4461.538461538462,4504.615384615385,4236.923076923077,4616.923076923077,4423.589743589744,4382.564102564103,4187.6923076923085,4868.205128205129
325.15442,1.0,1.0,0.34200734,0.61484843,0,0.0,0.0,0.0,0.0,0.16214444,0,0,0.0,0.0,0,0,53.0,0.0,0.0,5511.794871794872,4004.1025641025644,4509.743589743591,4442.051282051282,4200.000000000001,4496.923076923077,4422.051282051282,4465.128205128206,4222.564102564103,4569.2307692307695,4387.6923076923085,4411.282051282052,4133.846153846154,4830.769230769231
